S.No,Name,URL,Exchange Code,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %
3854.,Libord Finance,https://www.screener.in/company/511593/consolidated/,511593,18.13,14.98,28.46,0.00,0.14,-33.33,0.08,-27.27,1.70
3855.,Tasty Dairy,https://www.screener.in/company/540955/,540955,13.88,,28.36,0.00,-2.61,39.16,1.42,-93.40,-83.78
3856.,Groarc Industrie,https://www.screener.in/company/532315/,532315,13.84,25.29,28.33,0.00,0.86,8500.00,31.55,536.09,0.77
3857.,Educomp Sol.,https://www.screener.in/company/EDUCOMP/,EDUCOMP,2.31,,28.29,0.00,-1.81,-44.80,1.29,-6.52,
3858.,Iykot Hitech,https://www.screener.in/company/522245/,522245,17.25,,28.26,0.00,-0.56,-40.00,1.58,128.99,-58.58
3859.,Zenlabs Ethica,https://www.screener.in/company/530697/,530697,43.40,72.44,28.25,0.58,0.04,-42.86,12.36,-8.92,7.01
3860.,Chothani Foods,https://www.screener.in/company/540681/,540681,27.27,201.79,28.25,0.00,0.04,,4.27,,3.66
3861.,KCL Infra,https://www.screener.in/company/531784/,531784,1.67,42.10,28.21,0.00,0.19,-52.50,1.79,-20.09,3.51
3862.,Mindpool Tech.,https://www.screener.in/company/MINDPOOL/consolidated/,MINDPOOL,66.50,140.90,28.18,0.00,0.08,,20.52,,2.70
3863.,Asian Tea & Exp,https://www.screener.in/company/519532/consolidated/,519532,14.06,312.44,28.12,0.00,0.54,0.00,12.08,128.79,1.35
3864.,Safa Systems,https://www.screener.in/company/543461/consolidated/,543461,11.25,12.49,28.10,0.00,,,,,
3865.,Bhakti Gems,https://www.screener.in/company/540545/,540545,18.68,46.05,28.09,0.00,0.07,-53.33,7.33,-54.67,6.15
3866.,Sancode Tech.,https://www.screener.in/company/543897/consolidated/,543897,69.00,,28.08,0.00,-0.03,93.02,2.52,2000.00,-35.31
3867.,MT Educare,https://www.screener.in/company/MTEDUCARE/consolidated/,MTEDUCARE,3.88,,28.02,0.00,-2.91,37.95,13.88,9.46,-8.38
3868.,Norben Tea,https://www.screener.in/company/NORBTEAEXP/,NORBTEAEXP,23.81,,27.98,0.00,0.04,-66.67,1.29,-26.29,-2.57
3869.,Garware Marine,https://www.screener.in/company/509563/,509563,48.52,233.17,27.98,0.00,0.19,,0.41,105.00,-0.74
3870.,Karnavati Financ,https://www.screener.in/company/538928/,538928,2.78,,27.94,0.00,0.12,133.33,0.63,10.53,0.00
3871.,Shree Securities,https://www.screener.in/company/538975/,538975,0.35,,27.93,0.00,0.06,50.00,0.16,23.08,-82.93
3872.,Ajcon Global,https://www.screener.in/company/511692/consolidated/,511692,45.58,27.61,27.89,0.00,0.35,-42.37,4.48,-32.12,7.06
3873.,Neil Industries,https://www.screener.in/company/539016/,539016,14.24,11.90,27.84,0.00,0.31,-35.42,0.69,-9.21,5.01
3874.,Vilin Bio Med,https://www.screener.in/company/VILINBIO/,VILINBIO,19.70,171.75,27.48,0.00,-0.61,,8.16,,4.51
3875.,Sahara Housing,https://www.screener.in/company/511533/,511533,39.20,21.78,27.44,0.00,0.23,-39.47,2.28,-16.18,5.62
3876.,Colinz Labs,https://www.screener.in/company/531210/,531210,60.00,53.78,27.43,0.00,0.14,16.67,1.75,-7.89,7.70
3877.,Machhar Industri,https://www.screener.in/company/543934/,543934,370.15,40.32,27.42,0.00,0.14,180.00,4.69,19.95,6.21
3878.,Jayshree Chem.,https://www.screener.in/company/506520/,506520,9.34,,27.39,0.00,-0.12,-178.57,3.90,54.15,-14.24
3879.,Ventura Textiles,https://www.screener.in/company/516098/,516098,14.05,2.93,27.33,0.00,-0.14,56.25,0.05,-85.71,-129.52
3880.,Guj. Inject(Ker),https://www.screener.in/company/524238/,524238,18.59,160.18,27.23,0.00,0.12,300.00,3.05,1933.33,4.06
3881.,Nirmitee Robotic,https://www.screener.in/company/543194/consolidated/,543194,75.60,,27.22,,-0.68,,3.60,,-9.10
3882.,Gconnect Logitec,https://www.screener.in/company/544156/,544156,73.18,113.42,27.22,0.00,0.01,,1.89,,13.87
3883.,Shanti Guru Inds,https://www.screener.in/company/534708/,534708,22.10,,27.21,0.00,-0.04,,0.00,,-0.68
3884.,Command Polymers,https://www.screener.in/company/543843/,543843,28.98,,27.17,0.00,-2.51,,4.31,,-5.46
3885.,KCD Industries,https://www.screener.in/company/540696/,540696,10.70,13.26,27.06,0.00,0.13,-80.00,6.22,-24.79,16.06
3886.,Sreechem Resins,https://www.screener.in/company/514248/,514248,64.34,8.98,27.02,0.00,0.06,109.84,8.62,18.24,22.22
3887.,Palm Jewels,https://www.screener.in/company/541444/,541444,26.91,32.55,27.02,0.00,0.56,300.00,2.31,-92.23,3.85
3888.,Benara Bearings,https://www.screener.in/company/541178/,541178,15.25,,27.00,0.00,-1.55,,6.02,,-2.39
3889.,Sunil Industries,https://www.screener.in/company/521232/,521232,64.22,13.22,26.97,0.00,0.93,-17.70,44.34,-43.89,9.17
3890.,Roselabs Finance,https://www.screener.in/company/531324/,531324,26.82,,26.82,0.00,-0.04,0.00,0.00,,-162.50
3891.,Suncare Traders,https://www.screener.in/company/539526/,539526,1.05,48.69,26.78,0.00,-0.24,40.00,0.00,,1.75
3892.,Anupam Finserv,https://www.screener.in/company/530109/,530109,2.31,26.45,26.71,0.00,0.20,33.33,0.92,21.05,8.88
3893.,Frontline Corp.,https://www.screener.in/company/532042/,532042,53.39,18.16,26.70,0.00,0.39,178.57,24.86,8.84,2.29
3894.,Croissance Ltd,https://www.screener.in/company/531909/,531909,3.89,533.40,26.67,0.00,0.01,-50.00,0.00,-100.00,1.11
3895.,Martin Burn,https://www.screener.in/company/523566/,523566,51.73,22.02,26.64,0.00,0.48,4.35,0.08,0.00,2.32
3896.,Madhusudan Sec.,https://www.screener.in/company/511000/,511000,25.12,,26.62,0.00,-0.38,-533.33,0.00,,0.14
3897.,Paragon Finance,https://www.screener.in/company/531255/,531255,62.61,22.18,26.61,0.00,1.01,48.53,1.10,7.84,3.65
3898.,Sunrest Lifescie,https://www.screener.in/company/SUNREST/,SUNREST,61.95,115.57,26.58,0.00,1.99,,12.48,,15.43
3899.,Jattashankar Ind,https://www.screener.in/company/514318/,514318,60.49,32.79,26.56,0.00,-0.59,0.00,4.20,-0.71,0.23
3900.,Gem Spinners,https://www.screener.in/company/521133/,521133,4.32,,26.52,0.00,-0.25,-92.31,0.00,,-9.62
3901.,Reliable Ventur.,https://www.screener.in/company/532124/,532124,24.06,,26.49,0.00,-0.43,-2.38,0.07,-81.08,-5.58
3902.,Duke Offshore,https://www.screener.in/company/531471/,531471,26.82,,26.44,0.00,-0.24,-172.73,0.07,-94.89,5.81
3903.,Rapid Multimodal,https://www.screener.in/company/544237/,544237,69.35,14.77,26.43,0.00,,,,,44.76
3904.,Triliance Poly,https://www.screener.in/company/509046/,509046,51.51,,26.32,0.00,0.07,450.00,0.00,,-3.79
3905.,MFL India,https://www.screener.in/company/526622/,526622,0.73,,26.30,0.00,-0.02,96.00,11.50,-18.38,-17.23
3906.,Advance Petroch.,https://www.screener.in/company/506947/,506947,290.70,46.71,26.16,0.00,0.01,103.23,10.80,31.55,10.16
3907.,Jyotirgamya Ent.,https://www.screener.in/company/539246/,539246,113.40,,26.08,0.00,0.00,,0.00,,-0.32
3908.,OneClick Logisti,https://www.screener.in/company/OLIL/,OLIL,72.25,39.45,26.04,0.00,0.45,,14.31,,10.63
3909.,Sarthak Industri,https://www.screener.in/company/531930/,531930,28.00,28.59,26.02,0.00,0.25,1150.00,7.62,-2.31,3.77
3910.,Yuranus Infrast.,https://www.screener.in/company/536846/,536846,74.35,24.55,26.02,0.00,0.32,-54.29,15.21,-5.53,67.47
3911.,Sterling Guaran.,https://www.screener.in/company/508963/,508963,39.78,,26.01,0.00,-0.06,-200.00,0.00,,-466.67
3912.,Mihika Industrie,https://www.screener.in/company/538895/,538895,25.94,83.68,25.94,0.00,0.14,366.67,0.08,,0.87
3913.,Osiajee Texfab,https://www.screener.in/company/540198/consolidated/,540198,47.96,24.21,25.90,0.21,0.13,-43.48,0.42,-19.23,10.72
3914.,Vrundavan Planta,https://www.screener.in/company/544011/,544011,48.36,15.26,25.79,0.00,0.98,,7.26,,
3915.,Mudunuru,https://www.screener.in/company/538743/,538743,8.26,,25.77,0.00,-0.63,-16.67,0.00,-100.00,-123.67
3916.,Gautam Exim,https://www.screener.in/company/540613/,540613,83.28,171.07,25.66,0.00,-0.02,,63.95,,4.17
3917.,Prime Urban,https://www.screener.in/company/521149/consolidated/,521149,9.60,,25.58,0.00,-0.45,23.73,0.14,-92.59,-18.63
3918.,Cityman,https://www.screener.in/company/521210/,521210,21.82,,25.53,0.00,-0.08,20.00,0.00,,-4.69
3919.,Ironwood Educa,https://www.screener.in/company/508918/consolidated/,508918,32.29,,25.53,0.00,-0.60,-46.34,0.67,-29.47,-3.47
3920.,Solve,https://www.screener.in/company/BALCO/,BALCO,58.40,18.22,25.51,0.00,,,,,18.55
3921.,Gemstone Invest.,https://www.screener.in/company/531137/,531137,3.41,59.28,25.49,0.00,0.33,32.00,0.55,10.00,2.06
3922.,Tradewell Hold,https://www.screener.in/company/531203/,531203,84.97,14.40,25.49,0.00,-0.36,-38.46,6.33,6933.33,-12.48
3923.,Caprolactam Chem,https://www.screener.in/company/507486/,507486,55.30,,25.44,0.00,-0.27,-190.00,1.12,-45.63,6.86
3924.,Hisar Spg. Mills,https://www.screener.in/company/521068/,521068,68.00,13.18,25.43,0.00,0.65,-10.96,10.30,-0.87,12.52
3925.,ECS Biztech,https://www.screener.in/company/540063/,540063,12.37,8.86,25.43,0.00,0.07,250.00,1.70,304.76,4.78
3926.,Citizen Infoline,https://www.screener.in/company/538786/,538786,47.07,1270.50,25.41,0.00,0.01,,0.79,-21.78,0.22
3927.,Margo Finance,https://www.screener.in/company/500206/,500206,55.58,76.97,25.40,0.00,0.16,128.57,0.33,106.25,0.39
3928.,Manraj Hsg.Fin.,https://www.screener.in/company/530537/,530537,50.76,66.79,25.38,0.00,0.46,1633.33,0.00,,-0.57
3929.,Sanblue Corp.,https://www.screener.in/company/521222/,521222,50.74,93.96,25.37,0.00,-0.05,16.67,0.00,,0.68
3930.,Rishabh Sp. Yarn,https://www.screener.in/company/514177/,514177,71.13,,25.33,0.00,-0.12,-33.33,0.00,,-20.00
3931.,N D Metal Inds.,https://www.screener.in/company/512024/,512024,102.00,120.48,25.30,0.00,0.05,66.67,0.00,,4.43
3932.,Plada Infotech S,https://www.screener.in/company/PLADAINFO/,PLADAINFO,29.50,10.04,25.29,0.00,1.53,,34.29,,
3933.,Onelife Capital,https://www.screener.in/company/ONELIFECAP/consolidated/,ONELIFECAP,18.92,17.68,25.28,0.00,0.65,231.11,7.21,296.15,9.53
3934.,RTCL,https://www.screener.in/company/531552/consolidated/,531552,21.07,10.49,25.28,0.00,0.22,833.33,0.00,,6.81
3935.,Novateor Resear.,https://www.screener.in/company/542771/,542771,52.30,842.67,25.28,0.00,0.02,,0.85,,0.86
3936.,Lypsa Gems,https://www.screener.in/company/LYPSAGEMS/consolidated/,LYPSAGEMS,8.57,,25.27,0.00,0.07,600.00,1.42,-41.32,-60.63
3937.,Amin Tannery,https://www.screener.in/company/541771/,541771,2.34,78.97,25.27,0.00,0.07,-36.36,9.76,-30.58,5.03
3938.,P B A Infra.,https://www.screener.in/company/532676/,532676,18.69,1.93,25.23,0.00,0.19,119.59,12.45,52.01,-0.56
3939.,Vikas Proppant,https://www.screener.in/company/531518/,531518,0.49,,25.22,0.00,-0.06,14.29,0.00,,0.09
3940.,Paramount Cosmet,https://www.screener.in/company/507970/,507970,51.91,,25.20,0.00,0.01,-75.00,3.72,-21.35,2.51
3941.,White Organic,https://www.screener.in/company/513713/,513713,7.20,42.71,25.20,0.00,0.75,-44.03,4.97,-35.29,5.15
3942.,Sh. Karthik Pap.,https://www.screener.in/company/516106/,516106,13.18,54.76,25.19,0.00,0.24,118.18,14.42,-28.29,4.93
3943.,Mukat Pipes,https://www.screener.in/company/523832/,523832,21.05,207.50,24.90,0.00,-0.03,-120.00,1.05,-19.23,
3944.,Triveni Glass,https://www.screener.in/company/502281/,502281,19.71,7.65,24.87,0.00,0.37,1750.00,0.00,,112.22
3945.,Glance Finance,https://www.screener.in/company/531199/,531199,110.20,10.49,24.86,0.00,0.91,85.71,3.52,31.34,11.04
3946.,Guj. Raffia Inds,https://www.screener.in/company/GUJRAFFIA/,GUJRAFFIA,46.00,37.10,24.86,0.00,0.28,86.67,10.52,16.50,4.05
3947.,Hindustan Agrig.,https://www.screener.in/company/519574/,519574,56.30,53.85,24.77,0.00,0.04,-73.33,0.04,0.00,4.96
3948.,Falcon,https://www.screener.in/company/FALCONTECH/,FALCONTECH,46.20,23.80,24.75,0.00,0.54,,5.70,,9.96
3949.,Genomic Valley,https://www.screener.in/company/539206/,539206,81.00,190.31,24.74,0.00,0.13,333.33,0.16,166.67,0.57
3950.,Bhudevi Infra,https://www.screener.in/company/526488/,526488,53.68,29.69,24.64,0.00,-0.21,-75.00,0.00,,67.95
3951.,Shricon Indus.,https://www.screener.in/company/508961/,508961,198.40,55.91,24.60,0.00,0.19,1800.00,0.19,-13.64,-1.36
3952.,Meyer Apparel,https://www.screener.in/company/531613/,531613,3.05,,24.55,0.00,-0.27,49.06,0.31,-71.30,
3953.,Adhbhut Infra.,https://www.screener.in/company/539189/,539189,22.30,144.29,24.53,0.00,-0.10,-116.39,0.39,-70.45,
3954.,Stephanotis Fin.,https://www.screener.in/company/512215/,512215,38.00,,24.51,0.00,-0.02,-300.00,0.18,-5.26,-0.49
3955.,Southern Latex,https://www.screener.in/company/514454/,514454,33.27,122.45,24.49,0.00,0.01,0.00,0.00,,5.76
3956.,Howard Hotels,https://www.screener.in/company/526761/,526761,26.76,,24.38,0.00,-0.77,-485.00,3.07,20.87,9.86
3957.,Sahaj Fashions,https://www.screener.in/company/SAHAJ/,SAHAJ,18.50,25.91,24.36,0.00,0.51,,53.36,,8.95
3958.,BNR Udyog,https://www.screener.in/company/530809/,530809,80.99,20.42,24.30,0.00,0.19,-95.35,0.62,47.62,63.55
3959.,Yash Innoventure,https://www.screener.in/company/523650/,523650,36.00,483.80,24.19,0.00,-0.39,-221.88,0.00,-100.00,2.10
3960.,NMS Global,https://www.screener.in/company/522289/consolidated/,522289,80.32,100.75,24.18,0.00,0.12,100.00,3.83,7.89,7.89
3961.,Yash Mgmt & Sat.,https://www.screener.in/company/511601/consolidated/,511601,14.15,34.87,24.06,0.00,0.95,342.11,12.22,139.14,-4.64
3962.,Eastern Treads,https://www.screener.in/company/531346/,531346,45.84,,23.98,0.00,-1.40,-13.82,14.20,-2.27,-0.62
3963.,Veerkrupa Jewel,https://www.screener.in/company/543545/,543545,1.83,99.92,23.98,0.00,0.23,,4.39,,1.97
3964.,Suvidha Infra.,https://www.screener.in/company/531640/,531640,26.95,82.66,23.97,0.00,-0.05,-150.00,0.00,,26.80
3965.,Silly Monks,https://www.screener.in/company/SILLYMONKS/consolidated/,SILLYMONKS,23.46,92.15,23.96,0.00,0.00,100.00,5.96,1.19,2.37
3966.,Rap Media,https://www.screener.in/company/531583/,531583,40.68,0.41,23.92,0.00,61.82,23444.00,0.00,,-9.07
3967.,Tuni Text. Mills,https://www.screener.in/company/531411/,531411,1.83,62.92,23.91,0.00,0.12,140.00,22.97,171.19,7.53
3968.,TGIF Agribusines,https://www.screener.in/company/544175/,544175,92.33,35.66,23.89,0.00,0.67,,1.53,,
3969.,Kamanwala Housin,https://www.screener.in/company/511131/consolidated/,511131,16.88,,23.78,0.00,-0.11,-175.00,0.67,-76.07,-3.29
3970.,Harish Textile,https://www.screener.in/company/542682/,542682,70.92,,23.66,0.00,0.11,175.00,30.76,8.39,10.85
3971.,Easun Capital Ma,https://www.screener.in/company/542906/,542906,45.25,,23.66,0.00,-0.49,-281.48,0.26,-18.75,3.24
3972.,ACI Infocom,https://www.screener.in/company/517356/,517356,2.14,84.46,23.65,0.00,0.03,-50.00,0.10,-37.50,1.07
3973.,Ishita Drugs,https://www.screener.in/company/524400/,524400,78.94,31.05,23.60,0.00,0.15,7.14,3.03,-1.94,10.77
3974.,LWS Knitwear,https://www.screener.in/company/531402/,531402,46.50,14.17,23.53,0.00,0.32,540.00,17.38,165.75,10.71
3975.,Tai Industries,https://www.screener.in/company/519483/,519483,39.20,14.89,23.52,0.00,0.18,1700.00,87.28,44.94,5.38
3976.,Mahaan Foods,https://www.screener.in/company/519612/,519612,67.00,33.03,23.45,0.00,0.05,,0.00,,4.65
3977.,Saroja Pharma In,https://www.screener.in/company/SAROJA/,SAROJA,58.25,26.61,23.42,0.00,0.38,,19.36,,14.93
3978.,Parle Industries,https://www.screener.in/company/532911/,532911,16.72,97.54,23.41,0.00,0.14,300.00,0.00,,0.53
3979.,Shree Bhavya,https://www.screener.in/company/521131/,521131,24.61,13.44,23.38,0.00,0.59,-24.36,45.69,11.99,11.18
3980.,Artificial Elect,https://www.screener.in/company/526443/,526443,205.85,86.30,23.30,0.00,0.18,157.14,1.08,260.00,42.11
3981.,Naturo Indiabull,https://www.screener.in/company/543579/,543579,12.35,28.07,23.30,0.00,0.23,,13.15,,2.55
3982.,Shreevatsaa Fin.,https://www.screener.in/company/532007/,532007,22.97,40.70,23.20,0.00,0.11,-8.33,0.22,0.00,2.62
3983.,Cella Space,https://www.screener.in/company/532701/,532701,11.50,79.90,23.17,0.00,0.13,-40.91,1.94,4.86,11.06
3984.,Darshan Orna,https://www.screener.in/company/539884/,539884,4.62,6.18,23.11,0.00,0.10,25.00,8.42,389.53,17.84
3985.,Square Four Pro.,https://www.screener.in/company/526532/consolidated/,526532,11.78,,23.11,0.00,0.01,120.00,1.63,,-0.68
3986.,IB Infotech,https://www.screener.in/company/519463/,519463,180.10,32.49,23.07,0.56,0.31,-8.82,2.34,-0.85,69.90
3987.,Niks Technology,https://www.screener.in/company/543282/,543282,542.45,51.22,23.05,0.00,0.12,,4.23,,25.86
3988.,Gian Lifecare,https://www.screener.in/company/542918/,542918,22.20,5.55,22.96,0.00,0.11,-57.69,1.98,-18.52,29.23
3989.,Samtex Fashion,https://www.screener.in/company/521206/consolidated/,521206,3.08,,22.95,0.00,-0.12,91.61,0.00,,-1.46
3990.,Ritesh Intl.,https://www.screener.in/company/519097/,519097,26.78,120.53,22.90,0.00,0.14,600.00,26.41,24.28,2.94
3991.,Prima Industries,https://www.screener.in/company/531246/,531246,21.18,457.00,22.85,0.00,-0.13,-148.15,1.61,-30.30,-1.21
3992.,Titaanium Ten,https://www.screener.in/company/539985/,539985,33.95,16.43,22.84,0.00,0.68,152.94,110.89,121.34,10.33
3993.,Inter State Oil,https://www.screener.in/company/530259/,530259,45.74,38.68,22.82,0.00,0.14,-65.85,21.56,55.78,9.49
3994.,NDA Securities,https://www.screener.in/company/511535/consolidated/,511535,38.31,29.22,22.79,0.00,0.16,700.00,1.72,40.98,10.14
3995.,Rish.Digh.Steel,https://www.screener.in/company/531539/,531539,41.50,1.94,22.78,0.00,0.08,144.44,0.00,,-1.73
3996.,Indifra Ltd,https://www.screener.in/company/INDIFRA/,INDIFRA,31.20,,22.74,0.00,-0.01,,9.41,,-11.56
3997.,Prag Bosimi Syn.,https://www.screener.in/company/500192/consolidated/,500192,3.05,,22.69,0.00,-2.53,-5.86,0.00,-100.00,-3.34
3998.,Gujarat Hy-Spin,https://www.screener.in/company/540938/,540938,13.50,133.00,22.61,0.00,1.36,,43.42,,4.31
3999.,Maitri Enterp.,https://www.screener.in/company/513430/consolidated/,513430,51.34,,22.59,0.00,0.15,1600.00,7.72,121.20,2.43
4000.,Jagsonpal Fin.,https://www.screener.in/company/530601/,530601,41.00,46.98,22.55,0.00,0.06,185.71,0.12,,45.86
4001.,Finelistings,https://www.screener.in/company/544173/,544173,62.00,12.95,22.54,0.00,0.67,,5.66,,45.48
4002.,Midwest Gold,https://www.screener.in/company/526570/,526570,68.89,,22.53,0.00,-0.54,-25.58,0.00,-100.00,-27.46
4003.,Labelkraft Tech.,https://www.screener.in/company/543830/,543830,69.25,20.05,22.46,0.00,0.61,,9.02,,13.52
4004.,Trans Freight,https://www.screener.in/company/513063/,513063,30.69,19.26,22.34,0.00,0.31,34.78,0.00,,2.98
4005.,Tavernier Res.,https://www.screener.in/company/531190/,531190,37.35,,22.33,0.00,-0.05,50.00,0.00,-100.00,-0.58
4006.,Innovative Ideal,https://www.screener.in/company/541983/,541983,19.55,,22.25,0.00,-1.91,,0.04,,-14.01
4007.,Ecofinity Ato,https://www.screener.in/company/539455/,539455,57.67,39.66,22.21,0.00,0.25,933.33,6.48,,8.85
4008.,Globe Commercial,https://www.screener.in/company/540266/consolidated/,540266,36.79,7.24,22.08,0.00,4.00,525.00,177.81,404.28,
4009.,Chandni Machines,https://www.screener.in/company/542627/,542627,68.29,11.02,22.04,0.00,0.97,38.57,62.27,88.24,28.91
4010.,Sarvottam Finve.,https://www.screener.in/company/539124/,539124,29.28,47.74,21.96,0.00,0.08,-11.11,0.61,69.44,1.94
4011.,Yaan Enterprises,https://www.screener.in/company/538521/,538521,70.59,44.65,21.88,0.00,0.01,-50.00,0.62,129.63,16.57
4012.,Compuage Info.,https://www.screener.in/company/COMPINFO/consolidated/,COMPINFO,2.55,,21.87,0.00,-137.42,-1417.55,388.94,-69.83,-6.27
4013.,Ras Resorts,https://www.screener.in/company/507966/,507966,55.00,38.98,21.83,0.00,0.36,,3.32,6.07,3.43
4014.,Vijay Textiles,https://www.screener.in/company/530151/,530151,11.92,,21.82,0.00,-19.18,-4362.22,3.05,-22.98,-1.73
4015.,Trimurthi,https://www.screener.in/company/536565/,536565,21.91,,21.80,0.00,-0.35,-105.88,0.60,-69.23,-0.27
4016.,Grand Foundry,https://www.screener.in/company/GFSTEELS/,GFSTEELS,7.16,,21.79,0.00,-0.21,-320.00,0.00,,
4017.,Euphoria Infotec,https://www.screener.in/company/544094/consolidated/,544094,74.90,23.62,21.73,0.00,0.31,,2.36,,13.89
4018.,PS IT Infra,https://www.screener.in/company/505502/,505502,4.02,,21.61,0.00,-0.37,-362.50,0.00,,-60.94
4019.,CRP Risk Mgt.,https://www.screener.in/company/540903/,540903,12.32,538.50,21.54,0.00,0.03,,6.83,,0.07
4020.,Neeraj Paper Mkt,https://www.screener.in/company/539409/,539409,19.50,35.16,21.45,0.00,0.14,40.00,43.78,29.80,6.03
4021.,Magenta Life,https://www.screener.in/company/544188/,544188,31.20,28.96,21.43,0.00,0.91,,4.71,,15.93
4022.,Evoq Remedies,https://www.screener.in/company/543500/,543500,8.60,47.58,21.41,0.00,0.39,,0.15,,1.91
4023.,Shree Metalloys,https://www.screener.in/company/531962/,531962,40.50,34.35,21.30,0.00,0.17,183.33,29.29,6.47,8.79
4024.,Emmessar Biotech,https://www.screener.in/company/524768/,524768,42.54,26.92,21.27,0.00,0.09,80.00,0.08,14.29,11.35
4025.,Indus Finance,https://www.screener.in/company/531841/,531841,22.97,24.73,21.27,1.31,0.05,-78.26,0.92,119.05,5.71
4026.,Jackson Invest,https://www.screener.in/company/538422/,538422,0.73,,21.22,0.00,0.02,140.00,0.15,0.00,-0.37
4027.,Nanavati Venture,https://www.screener.in/company/543522/,543522,45.30,105.80,21.16,0.00,0.59,,14.32,,1.82
4028.,R R Fin. Cons.,https://www.screener.in/company/511626/consolidated/,511626,19.10,211.20,21.12,0.00,0.29,-50.94,6.39,17.68,2.57
4029.,Kartik Invest.,https://www.screener.in/company/501151/,501151,865.00,,21.11,0.00,-0.01,0.00,0.00,,-0.24
4030.,SecUR Credential,https://www.screener.in/company/SECURCRED/,SECURCRED,5.13,4.38,21.07,0.00,0.41,-88.86,7.04,-41.33,21.17
4031.,Mac Hotels,https://www.screener.in/company/541973/,541973,70.00,65.62,21.00,0.00,1.25,,3.42,,20.70
