No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
2053,TLSA,Tiziana Life Sciences Ltd,103.14M,1.02,-2.31%,-
2054,VIOT,"Viomi Technology Co., Ltd",103.03M,1.51,2.03%,306.75M
2055,EDAP,EDAP TMS S.A.,102.04M,2.75,-4.18%,66.48M
2056,BSBK,Bogota Financial Corp.,101.80M,8,-1.48%,12.65M
2057,RLMD,"Relmada Therapeutics, Inc.",101.69M,3.37,2.74%,-
2058,ANIX,"Anixa Biosciences, Inc.",101.49M,3.15,-0.82%,-
2059,SUNS,"Sunrise Realty Trust, Inc.",100.76M,14.55,1.96%,734.23K
2060,CKPT,"Checkpoint Therapeutics, Inc.",100.61M,2.24,0.22%,78.00K
2061,CTOR,"Citius Oncology, Inc.",100.54M,1.41,-1.40%,-
2062,MRNS,"Marinus Pharmaceuticals, Inc.",100.53M,1.83,5.49%,30.26M
2063,KINS,"Kingstone Companies, Inc.",100.44M,8.73,-0.79%,143.11M
2064,BLUE,"bluebird bio, Inc.",99.94M,0.52,3.60%,45.69M
2065,MIST,Milestone Pharmaceuticals Inc.,99.93M,1.51,-0.66%,-
2066,COYA,"Coya Therapeutics, Inc.",99.70M,6.55,4.30%,9.55M
2067,THCP,Thunder Bridge Capital Partners IV Inc.,99.70M,10.51,-0.10%,-
2068,NUTX,Nutex Health Inc.,99.34M,19.61,6.00%,275.93M
2069,RBKB,"Rhinebeck Bancorp, Inc.",99.32M,9.22,-1.59%,40.86M
2070,TBMC,Trailblazer Merger Corporation I,99.21M,11,0.18%,-
2071,ADAG,Adagene Inc.,99.17M,2.24,-,815.75K
2072,RVSB,"Riverview Bancorp, Inc.",99.16M,4.7,0.21%,46.87M
2073,YTRA,"Yatra Online, Inc.",99.08M,1.7,-,49.60M
2074,IXAQ,IX Acquisition Corp.,99.03M,11.52,0.09%,-
2075,OPAL,OPAL Fuels Inc.,98.91M,3.48,-,294.01M
2076,KEQU,Kewaunee Scientific Corporation,98.62M,34.34,0.03%,202.31M
2077,BOWN,Bowen Acquisition Corp,98.54M,10.75,-,-
2078,ASMB,"Assembly Biosciences, Inc.",98.42M,15.51,-0.26%,21.48M
2079,OPRT,Oportun Financial Corporation,98.24M,2.75,-0.72%,824.04M
2080,PROV,"Provident Financial Holdings, Inc.",98.21M,14.31,-0.49%,38.93M
2081,ELDN,"Eledon Pharmaceuticals, Inc.",98.15M,2.48,-2.56%,-
2082,ALOT,"AstroNova, Inc.",98.07M,13.04,0.38%,150.64M
2083,PBHC,"Pathfinder Bancorp, Inc.",98.05M,16.09,3.11%,41.44M
2084,TDUP,ThredUp Inc.,97.03M,0.86,1.89%,322.79M
2085,SY,So-Young International Inc.,96.91M,0.95,14.91%,206.62M
2086,SRTS,"Sensus Healthcare, Inc.",96.86M,5.91,2.78%,36.37M
2087,TYGO,"Tigo Energy, Inc.",96.58M,1.6,-2.62%,48.85M
2088,BCOV,Brightcove Inc.,96.58M,2.15,1.90%,200.86M
2089,EPRX,Eupraxia Pharmaceuticals Inc.,95.99M,2.5,-6.72%,-
2090,PPIH,"Perma-Pipe International Holdings, Inc.",95.85M,11.96,-1.93%,157.70M
2091,CPHC,Canterbury Park Holding Corporation,95.40M,19.05,0.37%,62.10M
2092,ACNT,Ascent Industries Co.,95.07M,9.39,-4.77%,182.26M
2093,PFX,PhenixFIN Corporation,94.93M,47,-0.09%,22.29M
2094,CTMX,"CytomX Therapeutics, Inc.",94.91M,1.22,1.26%,119.57M
2095,CBAT,"CBAK Energy Technology, Inc.",94.80M,1.05,1.35%,226.24M
2096,SIEB,Siebert Financial Corp.,94.75M,2.37,-0.42%,78.88M
2097,AFJK,"Aimei Health Technology Co., Ltd",94.59M,10.48,-,-
2098,PDEX,"Pro-Dex, Inc.",94.50M,28.14,2.25%,53.84M
2099,CTXR,"Citius Pharmaceuticals, Inc.",94.43M,0.52,1.07%,-
2100,EVGR,Evergreen Corporation,94.19M,11.67,0.09%,-
2101,CHCI,"Comstock Holding Companies, Inc.",94.11M,9.54,2.72%,46.87M
2102,GOCO,"GoHealth, Inc.",94.06M,9.35,3.31%,700.20M
2103,QSG,QuantaSing Group Limited,94.05M,1.84,-7.32%,522.28M
2104,HOWL,"Werewolf Therapeutics, Inc.",93.96M,2.15,2.38%,9.28M
2105,GLAC,Global Lights Acquisition Corp,93.73M,10.44,0.13%,-
2106,OPOF,Old Point Financial Corporation,93.50M,18.42,-1.23%,58.41M
2107,BIRD,"Allbirds, Inc.",93.46M,11.85,1.89%,220.14M
2108,IVA,Inventiva S.A.,93.40M,1.85,5.71%,20.65M
2109,BNTC,Benitec Biopharma Inc.,93.40M,9.26,6.81%,-
2110,WIMI,WiMi Hologram Cloud Inc.,93.11M,0.95,1.96%,82.55M
2111,QETA,Quetta Acquisition Corporation,92.96M,10.39,0.10%,-
2112,SATL,Satellogic Inc.,92.93M,1.02,3.03%,13.72M
2113,KVHI,"KVH Industries, Inc.",92.85M,4.71,0.43%,122.59M
2114,FNWB,First Northwest Bancorp,92.77M,10.57,0.38%,60.10M
2115,MAYS,"J.W. Mays, Inc.",92.69M,45.98,5.58%,21.51M
2116,SSSS,SuRo Capital Corp.,92.58M,3.96,-2.22%,6.48M
2117,DYCQ,DT Cloud Acquisition Corporation,92.32M,10.3,-,-
2118,IVAC,"Intevac, Inc.",92.25M,3.43,-0.15%,54.98M
2119,CITE,Cartica Acquisition Corp,92.23M,11.53,0.09%,-
2120,BKHA,Black Hawk Acquisition Corporation,91.97M,10.3,0.29%,-
2121,IFRX,InflaRx N.V.,91.85M,1.56,1.29%,113.02K
2122,TMTC,TMT Acquisition Corp,91.41M,11.23,0.18%,-
2123,SGA,"Saga Communications, Inc.",91.37M,14.59,-0.05%,111.70M
2124,ACAB,Atlantic Coastal Acquisition Corp. II,91.31M,11.18,1.18%,-
2125,MNOV,"MediciNova, Inc.",91.23M,1.86,-1.59%,1.00M
2126,SLNG,"Stabilis Solutions, Inc.",91.00M,4.9,3.30%,71.73M
2127,FIAC,Focus Impact Acquisition Corp.,90.88M,12.17,7.22%,-
2128,ONYX,Onyx Acquisition Co. I,90.82M,11.43,-0.26%,-
2129,CASI,"CASI Pharmaceuticals, Inc.",90.74M,6.03,4.33%,23.10M
2130,GIFI,"Gulf Island Fabrication, Inc.",90.51M,5.48,3.01%,133.72M
2131,IMAB,I-Mab,90.39M,1.11,-,3.49M
2132,MVST,"Microvast Holdings, Inc.",90.23M,0.28,1.48%,349.72M
2133,IROH,Iron Horse Acquisitions Corp.,90.00M,10.15,-,-
2134,PWUP,PowerUp Acquisition Corp.,90.00M,11.59,0.17%,-
2135,ALVR,"AlloVir, Inc.",89.79M,0.79,0.70%,-
2136,TBNK,Territorial Bancorp Inc.,89.35M,10.38,0.22%,39.01M
2137,AVTX,"Avalo Therapeutics, Inc.",89.32M,9.23,0.16%,807.00K
2138,DTSQ,DT Cloud Star Acquisition Corporation,89.01M,10,-,-
2139,LOOP,"Loop Industries, Inc.",88.85M,1.87,3.09%,132.00K
2140,FSHP,Flag Ship Acquisition Corporation,88.81M,10.02,-,-
2141,SGMT,Sagimet Biosciences Inc.,88.56M,2.78,-1.60%,2.00M
2142,KPTI,Karyopharm Therapeutics Inc.,88.21M,0.71,0.14%,145.67M
2143,INCR,InterCure Ltd.,88.03M,1.9,3.83%,72.42M
2144,BYNO,byNordic Acquisition Corporation,87.99M,11.43,0.26%,-
2145,CLSD,"Clearside Biomedical, Inc.",87.83M,1.18,3.07%,7.52M
2146,GAQ,Generation Asia I Acquisition Limited,87.81M,11.2,-,-
2147,HSPO,Horizon Space Acquisition I Corp.,87.72M,11.2,-0.09%,-
2148,KLXE,"KLX Energy Services Holdings, Inc.",87.70M,5.2,-3.53%,769.70M
2149,RDZN,"Roadzen, Inc.",87.60M,1.28,-1.54%,50.04M
2150,PFTA,Perception Capital Corp. III,87.56M,10.81,0.09%,-
2151,SKYX,SKYX Platforms Corp.,87.52M,0.86,1.35%,84.22M
2152,ASYS,"Amtech Systems, Inc.",87.45M,6.15,0.33%,104.81M
2153,MAPS,"WM Technology, Inc.",87.25M,0.9,-1.84%,183.45M
2154,CBUS,"Cibus, Inc.",86.94M,3.39,-0.59%,2.96M
2155,AIRG,"Airgain, Inc.",86.34M,7.64,-0.13%,53.18M
2156,EMCG,Embrace Change Acquisition Corp.,85.74M,11.55,0.26%,-
2157,PITA,Heramba Electric plc,85.62M,1.82,-4.71%,-
2158,GOEV,Canoo Inc.,85.37M,1.04,6.26%,1.49M
2159,LGCL,Lucas GC Limited,85.13M,1.07,-5.31%,173.31M
2160,VUZI,Vuzix Corporation,85.07M,1.16,0.43%,6.34M
2161,HLVX,"HilleVax, Inc.",84.93M,1.78,-0.58%,-
2162,VMCA,Valuence Merger Corp. I,84.68M,11.49,-,-
2163,BYSI,BeyondSpring Inc.,84.63M,2.1,2.44%,1.88M
2164,SILC,Silicom Ltd.,84.53M,13.86,1.02%,77.69M
2165,CDAQ,Compass Digital Acquisition Corp.,84.38M,10.83,-0.55%,-
2166,ACRS,"Aclaris Therapeutics, Inc.",84.19M,1.18,-,32.02M
2167,RSSS,"Research Solutions, Inc.",84.14M,2.75,-1.08%,44.62M
2168,RR,Richtech Robotics Inc.,83.89M,0.91,6.12%,9.11M
2169,ARBK,Argo Blockchain plc,83.83M,1.31,11.97%,55.82M
2170,MGRM,Monogram Technologies Inc.,83.69M,2.64,5.18%,365.00K
2171,BRID,Bridgford Foods Corporation,83.60M,9.21,-0.97%,231.73M
2172,OAKU,Oak Woods Acquisition Corporation,83.59M,11.1,0.18%,-
2173,ALAR,Alarum Technologies Ltd.,83.51M,11.25,-0.13%,31.12M
2174,FAT,FAT Brands Inc.,83.19M,4.89,1.87%,572.01M
2175,LATG,Chenghe Acquisition I Co.,83.14M,11.56,0.09%,-
2176,NB,NioCorp Developments Ltd.,83.12M,2.15,5.39%,-
2177,VTGN,"Vistagen Therapeutics, Inc.",83.06M,3.07,2.33%,971.00K
2178,BLEU,bleuacacia ltd,83.03M,10.99,0.73%,-
2179,OVID,Ovid Therapeutics Inc.,82.92M,1.17,4.31%,567.70K
2180,DPCS,DP Cap Acquisition Corp I,82.87M,11.43,-,-
2181,IKNA,"Ikena Oncology, Inc.",82.52M,1.71,-0.58%,1.84M
2182,SND,"Smart Sand, Inc.",82.42M,1.92,-2.04%,295.70M
2183,ZENV,Zenvia Inc.,82.26M,1.59,3.27%,158.41M
2184,INVE,"Identiv, Inc.",82.17M,3.5,-0.57%,109.42M
2185,AITR,AI Transportation Acquisition Corp,82.14M,10.48,-,-
2186,CODA,"Coda Octopus Group, Inc.",81.95M,7.32,0.47%,18.82M
2187,FATBB,FAT Brands Inc.,81.91M,4.85,-1.02%,572.01M
2188,KOPN,Kopin Corporation,81.89M,0.71,7.47%,41.55M
2189,NPAB,New Providence Acquisition Corp. II,81.87M,11.81,-7.73%,-
2190,GTAC,Global Technology Acquisition Corp. I,81.82M,11.54,0.52%,-
2191,MGX,"Metagenomi, Inc.",81.60M,2.18,6.86%,55.93M
2192,SLS,"SELLAS Life Sciences Group, Inc.",81.58M,1.27,-0.15%,-
2193,MCHX,"Marchex, Inc.",81.40M,1.89,-,48.82M
2194,GAN,GAN Limited,81.40M,1.79,2.87%,126.74M
2195,SHIM,Shimmick Corporation,80.95M,2.41,0.84%,524.16M
2196,BAYA,Bayview Acquisition Corp,80.88M,10.46,-0.29%,-
2197,PRLH,Pearl Holdings Acquisition Corp,80.80M,11.27,1.02%,-
2198,TGAA,Target Global Acquisition I Corp.,80.55M,11.26,-1.49%,-
2199,GSIT,"GSI Technology, Inc.",80.41M,3.16,1.28%,20.85M
2200,CNTY,"Century Casinos, Inc.",80.39M,2.62,5.65%,587.39M
2201,IMRX,Immuneering Corporation,80.36M,2.71,3.83%,-
2202,FTCI,"FTC Solar, Inc.",80.34M,0.63,14.80%,77.77M
2203,UBCP,"United Bancorp, Inc.",80.28M,13.49,3.37%,29.50M
2204,CTSO,Cytosorbents Corporation,79.98M,1.47,3.48%,37.16M
2205,MGYR,"Magyar Bancorp, Inc.",79.73M,12.28,-0.85%,30.04M
2206,WOK,WORK Medical Technology Group LTD,79.53M,5.45,1.30%,9.86M
2207,JVSA,JVSPAC Acquisition Corp.,79.48M,10.34,-,-
2208,AUBN,"Auburn National Bancorporation, Inc.",79.31M,22.7,-5.33%,22.22M
2209,CMRX,"Chimerix, Inc.",78.24M,0.87,-3.40%,144.00K
2210,ATMV,AlphaVest Acquisition Corp,77.98M,11.13,-0.18%,-
2211,CNTB,Connect Biopharma Holdings Limited,77.91M,1.41,1.44%,24.12M
2212,TETE,Technology & Telecommunication Acquisition Corporation,77.70M,12.17,0.29%,-
2213,FNVT,Finnovate Acquisition Corp.,77.58M,11.56,-,-
2214,BCAB,"BioAtla, Inc.",77.34M,1.6,-1.84%,-
2215,DBVT,DBV Technologies S.A.,77.11M,0.69,2.18%,13.81M
2216,BOLD,"Boundless Bio, Inc.",77.00M,3.46,-1.70%,-
2217,ATMC,AlphaTime Acquisition Corp,76.98M,11.2,-0.18%,-
2218,WPRT,Westport Fuel Systems Inc.,76.90M,4.55,2.48%,325.50M
2219,PMVP,"PMV Pharmaceuticals, Inc.",76.76M,1.49,0.34%,-
2220,LSBK,"Lake Shore Bancorp, Inc.",76.73M,13.6,-4.09%,26.03M
2221,MODD,"Modular Medical, Inc.",76.52M,2.35,-0.84%,-
2222,RGC,Regencell Bioscience Holdings Limited,76.31M,5.86,5.47%,-
2223,CBRG,Chain Bridge I,76.08M,11.26,0.36%,-
2224,LUNA,Luna Innovations Incorporated,76.07M,2.19,0.57%,116.61M
2225,PETS,"PetMed Express, Inc.",76.07M,3.71,1.79%,270.77M
2226,SDIG,"Stronghold Digital Mining, Inc.",76.04M,5.25,1.55%,86.09M
2227,IVCP,Swiftmerge Acquisition Corp.,75.99M,11.11,0.45%,-
2228,PFIE,"Profire Energy, Inc.",75.86M,1.62,3.85%,57.77M
2229,BOCN,Blue Ocean Acquisition Corp.,75.27M,11.43,-,-
2230,GNTA,Genenta Science S.p.A.,75.17M,4.11,2.75%,-
2231,CDTX,"Cidara Therapeutics, Inc.",75.17M,10.68,-1.02%,53.87M
2232,ALRN,"Aileron Therapeutics, Inc.",75.01M,3.46,-3.57%,-
2233,MTC,"MMTec, Inc.",74.98M,0.38,12.94%,869.94K
2234,REFR,Research Frontiers Incorporated,74.94M,2.24,-1.93%,1.28M
2235,EURK,Eureka Acquisition Corp,74.88M,10.04,-0.10%,-
2236,HYPR,"Hyperfine, Inc.",74.80M,1.03,-1.90%,11.94M
2237,ATOM,Atomera Incorporated,74.24M,2.67,0.38%,640.00K
2238,ZTEK,Zentek Ltd.,74.16M,0.71,-1.39%,25.80K
2239,USGO,U.S. GoldMining Inc.,74.13M,5.98,4.53%,-
2240,INAQ,Insight Acquisition Corp.,73.86M,11.33,-,-
2241,MITA,Coliseum Acquisition Corp.,73.82M,11.14,0.54%,-
2242,ANL,Adlai Nortye Ltd.,73.80M,2,1.01%,5.00M
2243,ELVA,Electrovaya Inc.,73.74M,2.36,9.77%,49.49M
2244,GNLX,Genelux Corporation,73.66M,2.16,2.37%,8.00K
2245,MSSA,Metal Sky Star Acquisition Corporation,73.56M,11.48,-0.86%,-
2246,CLRB,"Cellectar Biosciences, Inc.",73.31M,2.05,7.09%,-
2247,BHAC,Focus Impact BH3 Acquisition Company,73.27M,10.54,0.10%,-
2248,DHAI,"DIH Holding US, Inc.",73.18M,1.81,-2.43%,67.62M
2249,FANH,Fanhua Inc.,72.87M,1.29,3.63%,324.92M
2250,OMGA,"Omega Therapeutics, Inc.",72.80M,1.32,4.75%,6.31M
2251,BEEM,Beam Global,72.45M,4.96,1.33%,65.89M
2252,RENB,Renovaro Inc.,72.28M,0.49,2.30%,-
2253,HNNA,"Hennessy Advisors, Inc.",72.20M,9.4,-,27.13M
2254,AEAE,AltEnergy Acquisition Corp.,72.08M,11.11,-,-
2255,ELTK,Eltek Ltd.,72.05M,10.74,-0.56%,46.43M
2256,GRTS,"Gritstone bio, Inc.",71.89M,0.61,-0.05%,14.61M
2257,FRLA,Fortune Rise Acquisition Corporation,71.44M,11.39,0.18%,-
2258,VRCA,Verrica Pharmaceuticals Inc.,71.26M,1.67,-0.60%,13.91M
2259,GLE,Global Engine Group Holding Limited,71.20M,4.45,-2.84%,4.66M
2260,MDBH,"MDB Capital Holdings, LLC",71.11M,7.65,1.86%,1.78M
2261,SPRO,"Spero Therapeutics, Inc.",70.80M,1.31,2.34%,118.46M
2262,CRGO,Freightos Limited,70.62M,1.46,6.68%,21.38M
2263,XFIN,ExcelFin Acquisition Corp.,70.51M,10.71,-5.47%,-
2264,UG,"United-Guardian, Inc.",70.43M,15.33,-1.35%,12.31M
2265,RRGB,"Red Robin Gourmet Burgers, Inc.",70.39M,4.47,-2.02%,1.28B
2266,UPLD,"Upland Software, Inc.",70.35M,2.58,1.18%,286.37M
2267,ENTX,Entera Bio Ltd.,70.11M,1.93,1.58%,57.00K
2268,NSPR,"InspireMD, Inc.",69.92M,2.72,-,6.57M
2269,IOBT,"IO Biotech, Inc.",69.83M,1.06,-0.93%,-
2270,RAPT,"RAPT Therapeutics, Inc.",69.81M,2,6.95%,-
2271,DIST,Distoken Acquisition Corporation,69.76M,10.85,-0.18%,-
2272,ONCY,Oncolytics Biotech Inc.,69.73M,0.89,-0.31%,-
2273,VTSI,"VirTra, Inc.",69.71M,6.24,0.32%,31.85M
2274,SIFY,Sify Technologies Limited,69.67M,0.38,-2.79%,437.96M
2275,AUID,authID Inc.,69.53M,6.37,-10.21%,553.11K
2276,NVAC,NorthView Acquisition Corporation,69.40M,11.7,-1.10%,-
2277,WRAP,"Wrap Technologies, Inc.",69.13M,1.51,-4.01%,6.90M
2278,FUSB,"First US Bancshares, Inc.",68.42M,11.91,-0.75%,40.51M
2279,STCN,"Steel Connect, Inc.",68.42M,10.92,0.18%,169.04M
2280,TVGN,Tevogen Bio Holdings Inc.,68.26M,0.4,-2.42%,-
2281,ICCH,"ICC Holdings, Inc.",68.24M,23,-0.17%,87.93M
2282,GLLI,Globalink Investment Inc.,68.13M,11.34,-,-
2283,AREC,American Resources Corporation,67.81M,0.88,5.96%,5.97M
2284,MDIA,MediaCo Holding Inc.,67.72M,1.45,13.28%,45.88M
2285,HAIA,Healthcare AI Acquisition Corp.,67.66M,11.31,-0.09%,-
2286,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",67.59M,1.62,0.62%,327.30M
2287,AFAR,Aura FAT Projects Acquisition Corp,67.53M,11.68,1.30%,-
2288,PC,Premium Catering (Holdings) Limited,67.52M,4.22,9.04%,4.12M
2289,NISN,"Nisun International Enterprise Development Group Co., Ltd",67.38M,17.05,-5.85%,386.67M
2290,LICN,Lichen China Limited,67.20M,1.78,-,41.93M
2291,PTHL,Pheton Holdings Ltd,66.98M,4.7,-5.81%,628.59K
2292,SSIC,Silver Spike Investment Corp.,66.94M,10.77,-0.28%,12.42M
2293,FORA,Forian Inc.,66.56M,2.14,-0.47%,20.37M
2294,CSBR,"Champions Oncology, Inc.",66.54M,4.9,1.81%,51.66M
2295,FOSL,"Fossil Group, Inc.",66.42M,1.25,11.61%,1.28B
2296,ATGL,Alpha Technology Group Limited,66.21M,4.34,17.88%,1.17M
2297,DTIL,"Precision BioSciences, Inc.",65.97M,9.12,0.11%,87.64M
2298,CELU,Celularity Inc.,65.95M,3,-,22.77M
2299,NHTC,Natural Health Trends Corp.,65.95M,5.75,-0.18%,42.98M
2300,WW,"WW International, Inc.",65.91M,0.83,-2.95%,829.45M
2301,RFAC,RF Acquisition Corp.,65.65M,11.28,-,-
2302,NTRB,Nutriband Inc.,65.58M,5.91,-6.04%,1.80M
2303,KOSS,Koss Corporation,65.01M,6.99,1.90%,12.27M
2304,AISP,"Airship AI Holdings, Inc.",64.95M,2.44,3.39%,23.57M
2305,AIMAU,Aimfinity Investment Corp. I,64.88M,11.55,-0.43%,-
2306,TELA,"TELA Bio, Inc.",64.87M,2.63,0.19%,64.74M
2307,FTII,FutureTech II Acquisition Corp.,64.82M,11.12,-0.01%,-
2308,BOTJ,"Bank of the James Financial Group, Inc.",64.52M,14.2,-0.73%,43.41M
2309,SOTK,Sono-Tek Corporation,64.32M,4.08,-1.36%,21.13M
2310,CCG,Cheche Group Inc.,64.31M,0.85,11.53%,458.25M
2311,SHOT,"Safety Shot, Inc.",64.25M,1.16,-2.52%,1.03M
2312,LRFC,Logan Ridge Finance Corporation,64.23M,24,0.44%,19.95M
2313,FEBO,Fenbo Holdings Limited,63.97M,5.78,-0.98%,15.25M
2314,YI,"111, Inc.",63.83M,0.75,11.26%,2.03B
2315,IPWR,Ideal Power Inc.,63.78M,8.29,4.03%,143.11K
2316,IROQ,"IF Bancorp, Inc.",63.72M,19.8,2.48%,22.08M
2317,COCH,"Envoy Medical, Inc.",63.70M,3.25,-4.13%,302.00K
2318,QUBT,Quantum Computing Inc.,63.59M,0.68,1.46%,264.84K
2319,PIII,P3 Health Partners Inc.,63.27M,0.39,2.38%,1.40B
2320,ADD,"Color Star Technology Co., Ltd.",63.01M,1.17,-8.27%,1.06M
2321,TOP,TOP Financial Group Limited,62.95M,1.7,1.19%,8.04M
2322,VANI,"Vivani Medical, Inc.",62.44M,1.13,0.44%,-
2323,CAPN,Cayson Acquisition Corp,62.42M,10.02,0.10%,-
2324,RGS,Regis Corporation,62.29M,27.32,3.84%,202.98M
2325,LOAN,"Manhattan Bridge Capital, Inc.",62.23M,5.44,1.30%,7.44M
2326,CHSN,Chanson International Holding,62.03M,2.9,-0.07%,17.25M
2327,KTCC,Key Tronic Corporation,61.67M,5.73,-4.50%,559.40M
2328,BEAT,"HeartBeam, Inc.",61.49M,2.32,2.43%,-
2329,PMAX,Powell Max Limited,61.29M,4.22,3.18%,6.29M
2330,BMR,Beamr Imaging Ltd.,61.27M,3.95,1.02%,2.96M
2331,RANI,"Rani Therapeutics Holdings, Inc.",61.22M,2.09,-0.95%,-
2332,NCTY,The9 Limited,61.11M,6.8,1.04%,25.25M
2333,FLNT,"Fluent, Inc.",60.91M,3.61,-2.43%,263.70M
2334,GBBK,Global Blockchain Acquisition Corp.,60.81M,11.04,0.91%,-
2335,PAVS,Paranovus Entertainment Technology Ltd.,60.60M,0.9,0.01%,6.54M
2336,HGBL,Heritage Global Inc.,60.59M,1.64,-,55.02M
2337,HYMC,Hycroft Mining Holding Corporation,60.53M,2.52,-4.19%,-
2338,YHNA,YHN Acquisition I Limited,60.12M,10.02,-,-
2339,CAPT,Captivision Inc.,60.09M,2.07,2.19%,14.64M
2340,UONE,"Urban One, Inc.",59.81M,1.8,-1.10%,460.32M
2341,USAU,U.S. Gold Corp.,59.78M,5.57,-1.94%,-
2342,JUNE,Junee Limited,59.36M,4.57,-2.27%,4.79M
2343,AVTE,"Aerovate Therapeutics, Inc.",59.24M,2.05,-1.35%,-
2344,KRON,"Kronos Bio, Inc.",59.09M,0.98,2.65%,8.41M
2345,SSBI,Summit State Bank,58.89M,8.68,-0.12%,33.98M
2346,SHLT,SHL Telemedicine Ltd.,58.65M,3.41,-3.67%,55.94M
2347,SELF,"Global Self Storage, Inc.",58.47M,5.19,0.78%,12.21M
2348,CCTS,Cactus Acquisition Corp. 1 Limited,58.41M,11.51,0.44%,-
2349,WFCF,"Where Food Comes From, Inc.",58.39M,10.9,-0.73%,25.72M
2350,TORO,Toro Corp.,58.38M,3.42,-0.73%,34.93M
2351,IPW,iPower Inc.,58.14M,1.85,12.80%,86.07M
2352,FDSB,"Fifth District Bancorp, Inc.",58.04M,10.44,0.87%,10.35M
2353,GEG,"Great Elm Group, Inc.",57.94M,1.9,-1.04%,17.83M
2354,HHGC,HHG Capital Corporation,57.73M,11.43,-2.64%,-
2355,GRDI,Griid Infrastructure Inc.,57.62M,0.77,2.67%,20.94M
2356,SCYX,"SCYNEXIS, Inc.",57.54M,1.52,0.66%,9.67M
2357,THTX,Theratechnologies Inc.,57.34M,1.21,-0.82%,82.57M
2358,EDRY,EuroDry Ltd.,57.29M,20.55,0.15%,57.77M
2359,CLGN,CollPlant Biotechnologies Ltd.,57.27M,5,3.31%,689.00K
2360,MDXH,MDxHealth SA,56.91M,2.09,4.28%,80.74M
2361,SGRP,"SPAR Group, Inc.",56.86M,2.43,0.62%,258.42M
2362,AIRE,reAlpha Tech Corp.,56.29M,1.27,-0.78%,99.04K
2363,TWG,Top Wealth Group Holding Limited,56.26M,1.94,-2.02%,16.94M
2364,ANGH,Anghami Inc.,56.02M,0.84,-2.23%,41.38M
2365,BAFN,BayFirst Financial Corp.,55.81M,13.5,0.30%,77.69M
2366,ALLK,Allakos Inc.,55.59M,0.63,8.72%,-
2367,ABAT,American Battery Technology Company,55.52M,0.95,0.79%,343.50K
2368,RPHM,"Reneo Pharmaceuticals, Inc.",55.49M,1.66,2.47%,-
2369,PLBY,"PLBY Group, Inc.",55.46M,0.75,5.68%,125.85M
2370,ROCL,Roth Ch Acquisition V Co.,55.29M,11.24,0.90%,-
2371,BCOW,"1895 Bancorp of Wisconsin, Inc.",55.01M,9.9,1.12%,9.90M
2372,UONEK,"Urban One, Inc.",54.71M,1.14,1.79%,460.32M
2373,LPTH,"LightPath Technologies, Inc.",54.33M,1.4,-,31.73M
2374,HHS,"Harte Hanks, Inc.",54.30M,7.45,-1.06%,187.09M
2375,BLRX,BioLineRx Ltd.,54.21M,0.63,-0.78%,17.05M
2376,FTHM,Fathom Holdings Inc.,53.99M,2.57,11.74%,327.31M
2377,ELTX,"Elicio Therapeutics, Inc.",53.91M,5.01,2.87%,-
2378,XGN,Exagen Inc.,53.90M,3.1,-1.27%,56.66M
2379,BUJA,Bukit Jalil Global Acquisition 1 Ltd,53.86M,10.9,0.46%,-
2380,AFMD,Affimed N.V.,53.79M,3.43,3.94%,7.96M
2381,BGM,Qilian International Holding Group Limited,53.70M,7.51,-3.10%,29.87M
2382,BRAC,Broad Capital Acquisition Corp.,53.30M,11.32,-,-
2383,LEE,"Lee Enterprises, Incorporated",53.24M,8.6,-3.32%,616.82M
2384,FKWL,Franklin Wireless Corp.,53.15M,4.51,-0.66%,41.68M
2385,PXS,Pyxis Tankers Inc.,52.92M,5.06,-0.20%,50.06M
2386,FVN,Future Vision II Acquisition Corp.,52.87M,10.01,-0.10%,-
2387,BYFC,Broadway Financial Corporation,52.65M,6.06,-0.98%,33.87M
2388,CLRC,ClimateRock,52.58M,11.6,-0.85%,-
2389,XTKG,X3 Holdings Co Ltd.,52.49M,0.19,0.32%,16.82M
2390,BCG,"Binah Capital Group, Inc.",52.46M,3.16,-1.56%,161.90M
2391,ONDS,Ondas Holdings Inc.,52.34M,0.7,-0.70%,9.21M
2392,STBX,Starbox Group Holdings Ltd.,52.31M,0.14,1.95%,12.21M
2393,SYRS,"Syros Pharmaceuticals, Inc.",52.28M,1.95,-0.51%,4.15M
2394,CMBM,Cambium Networks Corporation,52.19M,1.85,2.78%,171.54M
2395,SYT,"SYLA Technologies Co., Ltd.",51.89M,1.99,5.56%,161.34M
2396,MURA,Mural Oncology plc,51.80M,3.04,0.33%,-
2397,PRTS,"CarParts.com, Inc.",51.68M,0.9,-0.24%,633.82M
2398,NA,Nano Labs Ltd,51.25M,0.73,25.78%,6.99M
2399,MSAI,"MultiSensor AI Holdings, Inc.",51.23M,2.15,3.86%,7.51M
2400,HOOK,HOOKIPA Pharma Inc.,51.23M,4.25,1.43%,52.16M
2401,CPBI,"Central Plains Bancshares, Inc.",51.22M,12.4,2.48%,17.81M
2402,EGRX,"Eagle Pharmaceuticals, Inc.",51.19M,3.94,-2.92%,257.55M
2403,OPXS,"Optex Systems Holdings, Inc",51.17M,7.51,-0.27%,32.63M
